month,T2M,T2M_MIN,T2M_MAX,RH2M,PRECTOTCORR,WS2M,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,T2MDEW,CLOUD_FRACTION,RAINY_DAY_COUNT,RAINY_DAY_FRACTION,MILD_SCORE,STARGAZING_SCORE
2006-01-01,20.67258064516129,12.27,27.46,80.22354838709677,14.54,0.2958064516129032,18.40741935483871,21.754516129032258,16.698709677419355,0.1538575601654829,2,0.0645,76.36,16.73
2006-02-01,22.405357142857145,13.4,32.98,62.38964285714286,0.02,0.3485714285714286,22.87892857142857,24.53607142857143,13.422857142857142,0.06753904601097516,0,0.0,74.13,35.07
2006-03-01,25.021290322580644,17.9,34.49,71.9016129032258,93.89999999999999,0.33161290322580644,22.365483870967743,25.299354838709675,18.52032258064516,0.1159662365481714,8,0.2581,0.0,24.84
2006-04-01,25.98166666666667,20.36,35.67,71.16766666666668,45.839999999999996,0.40599999999999997,22.94633333333333,25.275666666666666,19.16866666666667,0.09215714719031487,6,0.2,0.0,26.18
2006-05-01,24.530967741935484,20.36,34.34,81.57225806451612,428.99,0.5293548387096775,21.116774193548387,25.15967741935484,20.649677419354838,0.16068978780691068,17,0.5484,13.4,15.47
2006-06-01,22.562333333333335,18.85,28.99,89.99066666666666,379.87,0.49233333333333335,20.029333333333334,25.180666666666664,20.704,0.20457493844483854,19,0.6333,69.65,7.96
2006-07-01,21.977741935483873,18.8,26.13,92.76064516129033,309.92,0.6303225806451612,19.13,24.470967741935485,20.681935483870966,0.2182573161086212,28,0.9032,86.35,5.66
2006-08-01,21.7241935483871,18.07,26.82,91.53322580645163,304.06,0.5090322580645161,20.286774193548386,25.486451612903227,20.181935483870966,0.20401731470230877,20,0.6452,93.59,6.74
2006-09-01,21.908,18.51,27.81,91.93900000000001,389.45,0.493,18.837,25.028000000000002,20.445,0.24736295349208892,25,0.8333,88.34,6.07
2006-10-01,22.10483870967742,18.97,27.43,91.30193548387098,481.13,0.3274193548387097,16.97935483870968,23.409032258064514,20.499032258064517,0.27466651967809486,27,0.871,82.72,6.31
2006-11-01,22.219,18.51,27.85,90.054,240.79,0.23466666666666666,14.344666666666665,21.12366666666667,20.363333333333333,0.32091966356850943,23,0.7667,79.46,6.75
2006-12-01,20.379354838709677,12.72,27.23,82.66258064516128,1.83,0.3470967741935484,17.40838709677419,20.69483870967742,17.043225806451613,0.15880537456744714,1,0.0323,67.98,14.58
2007-01-01,20.725161290322582,12.52,29.81,74.41677419354839,4.23,0.3238709677419355,18.7958064516129,21.611290322580647,15.340645161290322,0.13027837898350647,2,0.0645,77.86,22.25
2007-02-01,23.080000000000002,13.8,33.81,64.145,1.33,0.33999999999999997,21.80392857142857,23.720714285714283,14.564642857142857,0.08080640790147242,0,0.0,54.86,32.96
2007-03-01,26.4158064516129,17.39,36.44,59.475806451612904,1.72,0.3790322580645161,24.27548387096774,25.176129032258064,15.823870967741936,0.0357737744407145,1,0.0323,0.0,39.07
2007-04-01,26.046333333333333,20.35,36.76,71.16166666666666,115.33,0.3396666666666667,22.451,25.444666666666667,19.130999999999997,0.11765399428825951,17,0.5667,0.0,25.45
2007-05-01,24.48548387096774,19.49,32.4,81.67193548387097,151.48,0.4706451612903226,22.843870967741935,25.516451612903225,20.675806451612903,0.10473951024639383,14,0.4516,14.7,16.41
2007-06-01,22.95266666666667,19.85,30.53,89.54466666666667,394.8,0.5763333333333333,18.63266666666667,24.973,20.973666666666666,0.25388753186775037,25,0.8333,58.5,7.8
2007-07-01,21.981612903225805,18.68,25.38,93.54225806451613,511.84,0.5941935483870968,16.9941935483871,24.626451612903224,20.836451612903225,0.30992114432422513,31,1.0,86.24,4.46
2007-08-01,21.710322580645162,18.93,26.25,92.6558064516129,240.69,0.5016129032258064,19.64290322580645,25.46548387096774,20.391612903225806,0.22864598507784106,25,0.8065,93.99,5.66
2007-09-01,21.911,18.64,28.41,92.67866666666667,412.39,0.4966666666666667,18.811333333333334,25.086666666666666,20.592,0.25014615997874035,28,0.9333,88.26,5.49
2007-10-01,21.69516129032258,17.92,28.27,91.42548387096774,329.04,0.36387096774193545,17.002258064516127,22.966129032258067,20.109354838709677,0.2596811573846479,29,0.9355,94.42,6.35
2007-11-01,21.433333333333334,12.88,27.3,84.28999999999999,113.39,0.3203333333333333,18.107666666666667,21.574333333333335,18.378333333333334,0.16068476430326162,14,0.4667,98.1,13.19
2007-12-01,20.496774193548386,12.41,26.47,83.44967741935484,48.8,0.37451612903225806,15.38258064516129,20.700322580645164,17.336129032258064,0.25689174237583967,4,0.129,71.34,12.3
2008-01-01,20.875806451612902,12.45,30.37,74.79096774193549,0.32,0.3645161290322581,20.057419354838707,21.65064516129032,15.536774193548387,0.07358791364333928,0,0.0,82.17,23.35
2008-02-01,23.647931034482756,15.11,32.07,66.9148275862069,24.54,0.31310344827586206,20.50172413793103,23.262758620689656,15.865172413793102,0.11868903975571454,3,0.1034,38.63,29.16
2008-03-01,22.80548387096774,14.02,32.23,76.37645161290322,247.43,0.3338709677419355,19.184838709677418,25.286129032258064,17.250645161290322,0.24129000982305737,19,0.6129,62.7,17.92
2008-04-01,24.17,17.78,32.03,81.95933333333333,109.47,0.3436666666666667,22.916999999999998,25.482333333333333,20.314666666666668,0.10067105314793268,19,0.6333,23.71,16.22
2008-05-01,23.709032258064518,19.13,29.79,84.56161290322581,121.66000000000001,0.45387096774193547,22.67322580645161,25.15,20.656129032258065,0.09848008721862378,19,0.6129,36.88,13.92
2008-06-01,22.498333333333335,19.25,26.72,90.08333333333333,221.0,0.5463333333333333,19.138666666666666,24.487333333333332,20.667666666666666,0.2184258528218671,27,0.9,71.48,7.75
2008-07-01,21.911935483870966,19.3,27.14,91.09258064516129,296.01,0.5609677419354839,18.980967741935483,24.5641935483871,20.281935483870967,0.22729123166423726,25,0.8065,88.23,6.88
